17;20;9;15;2;1;55;1
17;17;9;14;3;2;55;1
17;18;23;22;5;3;55;1
17;22;23;23;4;4;55;1
17;2;2;6;8;5;55;1
17;155;7;10;12;6;55;1
17;15;7;9;6;7;55;1
17;67;5;12;10;8;55;1
17;3;3;16;9;9;55;1
17;9;2;5;7;10;55;1
17;5;1;2;18;11;55;1
17;8;6;4;11;12;55;1
17;6;3;17;13;13;55;1
17;4;4;7;15;14;55;1
17;24;10;21;16;15;55;1
17;21;6;3;20;16;54;11
17;16;10;20;17;17;54;11
17;154;4;8;19;18;54;11
17;1;1;1;1;-1;20;23
17;153;5;11;14;-1;18;6
18;1;1;22;1;1;58;1
18;2;2;3;5;2;58;1
18;3;3;7;7;3;58;1
18;4;4;5;11;4;58;1
18;5;1;23;3;5;58;1
18;6;3;8;13;6;57;11
18;7;5;14;17;7;55;5
18;8;6;1;15;8;53;5
18;9;2;4;2;-1;47;4
18;10;7;12;18;-1;43;3
18;11;8;18;19;-1;32;7
18;12;4;6;20;-1;30;8
18;13;6;2;4;-1;29;5
18;14;9;9;8;-1;25;4
18;15;7;11;6;-1;19;10
18;16;10;20;22;-1;8;9
18;17;9;10;14;-1;0;4
18;18;11;16;12;-1;0;4
18;19;8;19;21;-1;0;4
18;20;5;15;9;-1;0;4
18;21;10;21;16;-1;0;4
18;22;11;17;10;-1;58;2
19;8;6;1;2;1;56;1
19;9;2;4;4;2;56;1
19;5;1;23;8;3;56;1
19;15;7;11;3;4;56;1
19;1;1;22;9;5;56;1
19;2;2;3;5;6;56;1
19;17;9;10;6;7;56;1
19;4;4;5;7;8;56;1
19;14;9;9;12;9;56;1
19;18;11;16;11;10;56;1
19;12;4;6;13;11;56;1
19;21;10;21;17;12;55;11
19;22;11;17;14;13;55;11
19;3;3;7;16;14;55;11
19;19;8;19;21;15;55;11
19;11;8;18;19;16;54;12
19;6;3;8;22;17;54;12
19;20;5;15;15;-1;39;5
19;13;6;2;1;-1;30;20
19;16;10;20;20;-1;5;9
19;10;7;12;10;-1;1;4
19;7;5;14;18;-1;0;20
20;13;6;2;2;1;57;1
20;8;6;1;4;2;57;1
20;9;2;4;1;3;57;1
20;2;2;3;6;4;57;1
20;5;1;23;5;5;57;1
20;15;7;11;7;6;57;1
20;17;9;10;11;7;57;1
20;3;3;7;8;8;57;1
20;10;7;12;13;9;57;1
20;4;4;5;10;10;57;1
20;22;11;17;12;11;57;1
20;21;10;21;18;12;56;11
20;1;1;22;3;13;56;11
20;6;3;8;16;14;56;11
20;7;5;14;15;15;56;11
20;19;8;19;21;16;56;11
20;11;8;18;22;17;56;11
20;14;9;9;17;18;56;11
20;16;10;20;20;19;56;12
20;12;4;6;14;-1;40;6
20;18;11;16;9;-1;19;4
20;20;5;15;19;-1;0;5
21;8;6;1;1;1;66;1
21;13;6;2;3;2;66;1
21;1;1;22;5;3;66;1
21;9;2;4;4;4;66;1
21;17;9;10;7;5;66;1
21;18;11;16;13;6;66;1
21;6;3;8;12;7;66;1
21;15;7;11;8;8;66;1
21;2;2;3;9;9;66;1
21;21;10;21;19;10;65;11
21;10;7;12;14;11;65;11
21;14;9;9;17;12;65;11
21;11;8;18;22;13;65;11
21;3;3;7;15;-1;41;5
21;4;4;5;2;-1;34;5
21;22;11;17;11;-1;34;4
21;5;1;23;6;-1;21;3
21;19;8;19;21;-1;8;21
21;7;5;14;16;-1;7;4
21;12;4;6;10;-1;6;4
21;16;10;20;20;-1;0;4
21;20;5;15;18;-1;0;4
22;13;6;2;1;1;58;1
22;1;1;22;3;2;58;1
22;8;6;1;4;3;58;1
22;9;2;4;5;4;58;1
22;2;2;3;9;5;58;1
22;4;4;5;7;6;58;1
22;17;9;10;6;7;58;1
22;3;3;7;11;8;58;1
22;14;9;9;10;9;58;1
22;15;7;11;8;10;58;1
22;18;11;16;13;11;57;11
22;5;1;23;2;12;57;11
22;10;7;12;15;13;57;11
22;22;11;17;12;14;57;11
22;12;4;6;17;15;57;11
22;16;10;20;19;16;57;11
22;20;5;15;14;17;57;11
22;7;5;14;18;-1;24;22
22;6;3;8;16;-1;1;4
22;21;10;21;20;-1;0;4
23;1;1;22;3;1;76;1
23;9;2;4;5;2;76;1
23;13;6;2;1;3;76;1
23;17;9;10;9;4;76;1
23;20;5;15;19;5;76;1
23;22;11;17;14;6;76;1
23;6;3;8;13;7;76;1
23;5;1;23;4;8;76;1
23;8;6;1;2;9;76;1
23;4;4;5;7;10;75;11
23;18;11;16;11;11;75;11
23;10;7;12;10;12;75;11
23;15;7;11;8;13;75;11
23;2;2;3;12;14;72;14
23;16;10;20;18;-1;67;4
23;3;3;7;6;-1;59;3
23;12;4;6;17;-1;47;3
23;21;10;21;20;-1;36;6
23;14;9;9;15;-1;7;3
23;7;5;14;16;-1;7;4
24;9;2;4;2;1;70;1
24;2;2;3;8;2;70;1
24;14;9;9;13;3;70;1
24;10;7;12;11;4;70;1
24;13;6;2;6;5;70;1
24;15;7;11;14;6;70;1
24;22;11;17;9;7;70;1
24;20;5;15;19;8;70;1
24;5;1;23;7;9;70;1
24;3;3;7;5;10;70;1
24;18;11;16;20;11;70;1
24;17;9;10;10;12;70;1
24;7;5;14;18;13;69;11
24;21;10;21;17;-1;51;20
24;6;3;8;12;-1;46;3
24;4;4;5;4;-1;44;20
24;12;4;6;15;-1;43;23
24;8;6;1;3;-1;19;4
24;1;1;22;1;-1;19;4
24;16;10;20;16;-1;13;6
25;13;6;2;2;1;70;1
25;8;6;1;1;2;70;1
25;15;7;11;4;3;70;1
25;5;1;23;10;4;70;1
25;9;2;4;5;5;70;1
25;17;9;10;6;6;70;1
25;12;4;6;9;7;70;1
25;4;4;5;3;8;70;1
25;14;9;9;7;9;70;1
25;1;1;22;13;10;70;1
25;10;7;12;8;11;70;1
