1;86.572
9;86.103
5;85.664
13;85.9994
2;85.960
15;86.427
3;86.295
14;86.381
10;86.919
20;86.702
22;86.369
4;86.907
18;86.712
6;86.891
17;86.914
8;86.140
21;87.207
7;87.446
16;87.859
11;88.208
12;88.330
19;89.059
